subject,puzzle,event,move,prev_move,s_free,s_fixed,d_goal,Lopt,attempt,RT,timestamp,first_move
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(3, 2)","(4, -2)","Int8[1, 1, 3, 1, 4, 1, 2, 1, 1]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",12,14,1,1212,1518144927637,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(7, 3)","(3, 2)","Int8[1, 1, 5, 1, 4, 1, 2, 1, 1]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",11,14,1,1214,1518144928851,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(8, 3)","(7, 3)","Int8[1, 1, 5, 1, 4, 1, 5, 1, 1]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",10,14,1,1141,1518144929992,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(6, 3)","(8, 3)","Int8[1, 1, 5, 1, 4, 1, 5, 4, 1]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",9,14,1,2855,1518144932847,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(1, 2)","(6, 3)","Int8[1, 1, 5, 1, 4, 4, 5, 4, 1]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",10,14,1,895,1518144933742,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(9, 4)","(1, 2)","Int8[3, 1, 5, 1, 4, 4, 5, 4, 1]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",9,14,1,837,1518144934579,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(5, -3)","(9, 4)","Int8[3, 1, 5, 1, 4, 4, 5, 4, 5]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",10,14,1,1641,1518144936220,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(1, -2)","(5, -3)","Int8[3, 1, 5, 1, 1, 4, 5, 4, 5]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",9,14,1,1163,1518144937383,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(8, -3)","(1, -2)","Int8[1, 1, 5, 1, 1, 4, 5, 4, 5]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",10,14,1,6422,1518144943805,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(6, -3)","(8, -3)","Int8[1, 1, 5, 1, 1, 4, 5, 1, 5]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",11,14,1,1585,1518144945390,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(3, -4)","(6, -3)","Int8[1, 1, 5, 1, 1, 1, 5, 1, 5]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",12,14,1,947,1518144946337,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(8, 3)","(3, -4)","Int8[1, 1, 1, 1, 1, 1, 5, 1, 5]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",13,14,1,1784,1518144948121,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(6, 3)","(8, 3)","Int8[1, 1, 1, 1, 1, 1, 5, 4, 5]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",14,14,1,860,1518144948981,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(6, -3)","(6, 3)","Int8[1, 1, 1, 1, 1, 4, 5, 4, 5]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",15,14,1,1616,1518144950597,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(8, -3)","(6, -3)","Int8[1, 1, 1, 1, 1, 1, 5, 4, 5]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",14,14,1,668,1518144951265,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(7, -2)","(8, -3)","Int8[1, 1, 1, 1, 1, 1, 5, 1, 5]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",13,14,1,1126,1518144952391,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(2, 4)","(7, -2)","Int8[1, 1, 1, 1, 1, 1, 3, 1, 5]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",14,14,1,1092,1518144953483,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(4, 3)","(2, 4)","Int8[1, 5, 1, 1, 1, 1, 3, 1, 5]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",15,14,1,1113,1518144954596,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(6, 1)","(4, 3)","Int8[1, 5, 1, 4, 1, 1, 3, 1, 5]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",16,14,1,1797,1518144956393,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(6, -1)","(6, 1)","Int8[1, 5, 1, 4, 1, 2, 3, 1, 5]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",17,14,1,1221,1518144957614,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(3, 2)","(6, -1)","Int8[1, 5, 1, 4, 1, 1, 3, 1, 5]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",16,14,1,2318,1518144959932,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(9, -1)","(3, 2)","Int8[1, 5, 3, 4, 1, 1, 3, 1, 5]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",16,14,1,671,1518144960603,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(2, -4)","(9, -1)","Int8[1, 5, 3, 4, 1, 1, 3, 1, 4]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",16,14,1,1364,1518144961967,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(4, -3)","(2, -4)","Int8[1, 1, 3, 4, 1, 1, 3, 1, 4]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",15,14,1,688,1518144962655,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(7, 2)","(4, -3)","Int8[1, 1, 3, 1, 1, 1, 3, 1, 4]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",14,14,1,950,1518144963605,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(3, 2)","(7, 2)","Int8[1, 1, 3, 1, 1, 1, 5, 1, 4]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",13,14,1,1547,1518144965152,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(8, 3)","(3, 2)","Int8[1, 1, 5, 1, 1, 1, 5, 1, 4]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",12,14,1,2567,1518144967719,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(1, 1)","(8, 3)","Int8[1, 1, 5, 1, 1, 1, 5, 4, 4]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",11,14,1,702,1518144968421,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(6, 3)","(1, 1)","Int8[2, 1, 5, 1, 1, 1, 5, 4, 4]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",11,14,1,1217,1518144969638,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(1, 1)","(6, 3)","Int8[2, 1, 5, 1, 1, 4, 5, 4, 4]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",10,14,1,630,1518144970268,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(9, -3)","(1, 1)","Int8[3, 1, 5, 1, 1, 4, 5, 4, 4]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",9,14,1,678,1518144970946,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(1, -2)","(9, -3)","Int8[3, 1, 5, 1, 1, 4, 5, 4, 1]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",8,14,1,940,1518144971886,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(8, -3)","(1, -2)","Int8[1, 1, 5, 1, 1, 4, 5, 4, 1]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",7,14,1,885,1518144972771,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(6, -3)","(8, -3)","Int8[1, 1, 5, 1, 1, 4, 5, 1, 1]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",6,14,1,735,1518144973506,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(8, 3)","(6, -3)","Int8[1, 1, 5, 1, 1, 1, 5, 1, 1]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",5,14,1,1518,1518144975024,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(8, -3)","(8, 3)","Int8[1, 1, 5, 1, 1, 1, 5, 4, 1]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",6,14,1,773,1518144975797,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(3, -4)","(8, -3)","Int8[1, 1, 5, 1, 1, 1, 5, 1, 1]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",5,14,1,794,1518144976591,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(7, -4)","(3, -4)","Int8[1, 1, 1, 1, 1, 1, 5, 1, 1]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",4,14,1,877,1518144977468,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(8, 3)","(7, -4)","Int8[1, 1, 1, 1, 1, 1, 1, 1, 1]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",3,14,1,1055,1518144978523,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(6, 3)","(8, 3)","Int8[1, 1, 1, 1, 1, 1, 1, 4, 1]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",2,14,1,722,1518144979245,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,move,"(4, 3)","(6, 3)","Int8[1, 1, 1, 1, 1, 4, 1, 4, 1]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",1,14,1,908,1518144980153,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb25604_16,win,"(0, 0)","(4, 3)","Int8[1, 1, 1, 4, 1, 4, 1, 4, 1]","(Car(3, :x, 2), Car(6, :y, 2), Car(4, :x, 2), Car(5, :y, 3), Car(1, :y, 2), Car(4, :y, 3), Car(5, :x, 2), Car(3, :y, 3), Car(2, :y, 2))",0,14,1,0,1518144980153,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,start,"(0, 0)","(0, 0)","Int8[2, 2, 1, 4, 5, 4, 3, 5, 3]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",12,12,1,0,1518144987998,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(7, -2)","(0, 0)","Int8[2, 2, 1, 4, 5, 4, 3, 5, 3]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",12,12,1,3424,1518144991422,true
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(3, 1)","(7, -2)","Int8[2, 2, 1, 4, 5, 4, 1, 5, 3]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",12,12,1,2528,1518144993950,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(9, -2)","(3, 1)","Int8[2, 2, 2, 4, 5, 4, 1, 5, 3]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",11,12,1,635,1518144994585,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(6, 1)","(9, -2)","Int8[2, 2, 2, 4, 5, 4, 1, 5, 1]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",11,12,1,1136,1518144995721,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(6, -1)","(6, 1)","Int8[2, 2, 2, 4, 5, 5, 1, 5, 1]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",11,12,1,1386,1518144997107,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(3, -1)","(6, -1)","Int8[2, 2, 2, 4, 5, 4, 1, 5, 1]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",11,12,1,1071,1518144998178,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(3, 1)","(3, -1)","Int8[2, 2, 1, 4, 5, 4, 1, 5, 1]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",12,12,1,829,1518144999007,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(9, 3)","(3, 1)","Int8[2, 2, 2, 4, 5, 4, 1, 5, 1]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",11,12,1,1343,1518145000350,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(1, 2)","(9, 3)","Int8[2, 2, 2, 4, 5, 4, 1, 5, 4]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",10,12,1,1088,1518145001438,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(4, -2)","(1, 2)","Int8[4, 2, 2, 4, 5, 4, 1, 5, 4]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",9,12,1,770,1518145002208,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(6, -2)","(4, -2)","Int8[4, 2, 2, 2, 5, 4, 1, 5, 4]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",9,12,1,1002,1518145003210,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(3, -1)","(6, -2)","Int8[4, 2, 2, 2, 5, 2, 1, 5, 4]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",9,12,1,926,1518145004136,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(4, 3)","(3, -1)","Int8[4, 2, 1, 2, 5, 2, 1, 5, 4]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",10,12,1,3419,1518145007555,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(6, 3)","(4, 3)","Int8[4, 2, 1, 5, 5, 2, 1, 5, 4]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",10,12,1,767,1518145008322,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(1, -2)","(6, 3)","Int8[4, 2, 1, 5, 5, 5, 1, 5, 4]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",10,12,1,853,1518145009175,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(9, -3)","(1, -2)","Int8[2, 2, 1, 5, 5, 5, 1, 5, 4]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",11,12,1,1057,1518145010232,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(4, -1)","(9, -3)","Int8[2, 2, 1, 5, 5, 5, 1, 5, 1]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",12,12,1,3877,1518145014109,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(6, -1)","(4, -1)","Int8[2, 2, 1, 4, 5, 5, 1, 5, 1]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",12,12,1,644,1518145014753,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(5, -4)","(6, -1)","Int8[2, 2, 1, 4, 5, 4, 1, 5, 1]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",12,12,1,805,1518145015558,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(8, -1)","(5, -4)","Int8[2, 2, 1, 4, 1, 4, 1, 5, 1]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",11,12,1,1303,1518145016861,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(3, 3)","(8, -1)","Int8[2, 2, 1, 4, 1, 4, 1, 4, 1]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",12,12,1,1050,1518145017911,false
AO1QGAUZ85T6L:3HWRJOOET6A15827PHPSLWK1MOYSEU,prb29585_14,move,"(9, 1)","(3, 3)","Int8[2, 2, 4, 4, 1, 4, 1, 4, 1]","(Car(3, :x, 2), Car(1, :y, 2), Car(6, :y, 3), Car(2, :y, 2), Car(6, :x, 2), Car(3, :y, 2), Car(1, :x, 3), Car(5, :x, 2), Car(4, :y, 3))",12,12,1,1109,1518145019020,false
