subject,puzzle,event,move,prev_move,s_free,s_fixed,d_goal,Lopt,attempt,RT,timestamp,first_move
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(9, -1)","(5, -2)","Int8[1, 5, 1, 5, 3, 3, 1, 2, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",16,14,1,1988,1516307865800,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(8, 2)","(9, -1)","Int8[1, 5, 1, 5, 3, 3, 1, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",17,14,1,2348,1516307868148,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(1, 1)","(8, 2)","Int8[1, 5, 1, 5, 3, 3, 1, 4, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",17,14,1,1688,1516307869836,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(7, 1)","(1, 1)","Int8[2, 5, 1, 5, 3, 3, 1, 4, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",16,14,1,806,1516307870642,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(8, -2)","(7, 1)","Int8[2, 5, 1, 5, 3, 3, 2, 4, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",16,14,1,2140,1516307872782,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(6, -1)","(8, -2)","Int8[2, 5, 1, 5, 3, 3, 2, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",16,14,1,2180,1516307874962,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(5, 1)","(6, -1)","Int8[2, 5, 1, 5, 3, 2, 2, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",16,14,1,10007,1516307884969,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(7, -1)","(5, 1)","Int8[2, 5, 1, 5, 4, 2, 2, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",16,14,1,1489,1516307886458,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(6, 1)","(7, -1)","Int8[2, 5, 1, 5, 4, 2, 1, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",16,14,1,2381,1516307888839,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(2, -3)","(6, 1)","Int8[2, 5, 1, 5, 4, 3, 1, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",16,14,1,1146,1516307889985,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(6, -2)","(2, -3)","Int8[2, 2, 1, 5, 4, 3, 1, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",15,14,1,1703,1516307891688,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(7, 1)","(6, -2)","Int8[2, 2, 1, 5, 4, 1, 1, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",14,14,1,10720,1516307902408,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(7, -1)","(7, 1)","Int8[2, 2, 1, 5, 4, 1, 2, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",14,14,1,2240,1516307904648,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(1, 1)","(7, -1)","Int8[2, 2, 1, 5, 4, 1, 1, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",14,14,1,1654,1516307906302,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(7, 1)","(1, 1)","Int8[3, 2, 1, 5, 4, 1, 1, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",15,14,1,1868,1516307908170,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(1, -1)","(7, 1)","Int8[3, 2, 1, 5, 4, 1, 2, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",15,14,1,6195,1516307914365,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(5, -1)","(1, -1)","Int8[2, 2, 1, 5, 4, 1, 2, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",14,14,1,1368,1516307915733,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(6, 2)","(5, -1)","Int8[2, 2, 1, 5, 3, 1, 2, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",14,14,1,2940,1516307918673,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(8, 2)","(6, 2)","Int8[2, 2, 1, 5, 3, 3, 2, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",15,14,1,1256,1516307919929,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(7, -1)","(8, 2)","Int8[2, 2, 1, 5, 3, 3, 2, 4, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",15,14,1,1195,1516307921124,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(8, -2)","(7, -1)","Int8[2, 2, 1, 5, 3, 3, 1, 4, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",15,14,1,2699,1516307923823,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(5, 1)","(8, -2)","Int8[2, 2, 1, 5, 3, 3, 1, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",15,14,1,2016,1516307925839,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(1, -1)","(5, 1)","Int8[2, 2, 1, 5, 4, 3, 1, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",15,14,1,8727,1516307934566,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(6, -2)","(1, -1)","Int8[1, 2, 1, 5, 4, 3, 1, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",16,14,1,6650,1516307941216,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(9, 1)","(6, -2)","Int8[1, 2, 1, 5, 4, 1, 1, 2, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",15,14,1,1793,1516307943009,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(5, 1)","(9, 1)","Int8[1, 2, 1, 5, 4, 1, 1, 2, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",14,14,1,867,1516307943876,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(3, 3)","(5, 1)","Int8[1, 2, 1, 5, 5, 1, 1, 2, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",13,14,1,797,1516307944673,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(4, -2)","(3, 3)","Int8[1, 2, 4, 5, 5, 1, 1, 2, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",12,14,1,891,1516307945564,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(4, 2)","(4, -2)","Int8[1, 2, 4, 3, 5, 1, 1, 2, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",13,14,1,10943,1516307956507,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(4, -1)","(4, 2)","Int8[1, 2, 4, 5, 5, 1, 1, 2, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",12,14,1,3995,1516307960502,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(4, -1)","(4, -1)","Int8[1, 2, 4, 4, 5, 1, 1, 2, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",13,14,1,3608,1516307964110,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(4, 2)","(4, -1)","Int8[1, 2, 4, 3, 5, 1, 1, 2, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",13,14,1,6526,1516307970636,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(3, -3)","(4, 2)","Int8[1, 2, 4, 5, 5, 1, 1, 2, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",12,14,1,937,1516307971573,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(5, -2)","(3, -3)","Int8[1, 2, 1, 5, 5, 1, 1, 2, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",13,14,1,1048,1516307972621,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(6, 2)","(5, -2)","Int8[1, 2, 1, 5, 3, 1, 1, 2, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",14,14,1,2385,1516307975006,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(8, 2)","(6, 2)","Int8[1, 2, 1, 5, 3, 3, 1, 2, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",15,14,1,1341,1516307976347,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(1, 1)","(8, 2)","Int8[1, 2, 1, 5, 3, 3, 1, 4, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",15,14,1,2057,1516307978404,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(7, 1)","(1, 1)","Int8[2, 2, 1, 5, 3, 3, 1, 4, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",14,14,1,791,1516307979195,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(7, -1)","(7, 1)","Int8[2, 2, 1, 5, 3, 3, 2, 4, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",14,14,1,2255,1516307981450,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(8, -2)","(7, -1)","Int8[2, 2, 1, 5, 3, 3, 1, 4, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",14,14,1,4374,1516307985824,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(8, 2)","(8, -2)","Int8[2, 2, 1, 5, 3, 3, 1, 2, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",14,14,1,1271,1516307987095,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(7, 1)","(8, 2)","Int8[2, 2, 1, 5, 3, 3, 1, 4, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",14,14,1,2368,1516307989463,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(5, 2)","(7, 1)","Int8[2, 2, 1, 5, 3, 3, 2, 4, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",14,14,1,4122,1516307993585,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(3, 1)","(5, 2)","Int8[2, 2, 1, 5, 5, 3, 2, 4, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",13,14,1,774,1516307994359,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(7, 3)","(3, 1)","Int8[2, 2, 2, 5, 5, 3, 2, 4, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",12,14,1,989,1516307995348,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(3, -1)","(7, 3)","Int8[2, 2, 2, 5, 5, 3, 5, 4, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",11,14,1,1936,1516307997284,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(5, -2)","(3, -1)","Int8[2, 2, 1, 5, 5, 3, 5, 4, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",10,14,1,2905,1516308000189,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(9, -1)","(5, -2)","Int8[2, 2, 1, 5, 3, 3, 5, 4, 5]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",10,14,1,1098,1516308001287,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(1, -1)","(9, -1)","Int8[2, 2, 1, 5, 3, 3, 5, 4, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",10,14,1,2569,1516308003856,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(8, -3)","(1, -1)","Int8[1, 2, 1, 5, 3, 3, 5, 4, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",10,14,1,1313,1516308005169,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(5, -2)","(8, -3)","Int8[1, 2, 1, 5, 3, 3, 5, 1, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",9,14,1,919,1516308006088,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(3, 1)","(5, -2)","Int8[1, 2, 1, 5, 1, 3, 5, 1, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",8,14,1,1394,1516308007482,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(6, -2)","(3, 1)","Int8[1, 2, 2, 5, 1, 3, 5, 1, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",8,14,1,1245,1516308008727,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(6, 2)","(6, -2)","Int8[1, 2, 2, 5, 1, 1, 5, 1, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",7,14,1,1102,1516308009829,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(3, -1)","(6, 2)","Int8[1, 2, 2, 5, 1, 3, 5, 1, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",8,14,1,3813,1516308013642,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(6, -2)","(3, -1)","Int8[1, 2, 1, 5, 1, 3, 5, 1, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",8,14,1,834,1516308014476,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(3, 3)","(6, -2)","Int8[1, 2, 1, 5, 1, 1, 5, 1, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",7,14,1,1156,1516308015632,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(4, -2)","(3, 3)","Int8[1, 2, 4, 5, 1, 1, 5, 1, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",6,14,1,941,1516308016573,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(9, -2)","(4, -2)","Int8[1, 2, 4, 3, 1, 1, 5, 1, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",5,14,1,893,1516308017466,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(4, 1)","(9, -2)","Int8[1, 2, 4, 3, 1, 1, 5, 1, 2]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",5,14,1,1052,1516308018518,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(9, 2)","(4, 1)","Int8[1, 2, 4, 4, 1, 1, 5, 1, 2]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",5,14,1,6783,1516308025301,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(4, 1)","(9, 2)","Int8[1, 2, 4, 4, 1, 1, 5, 1, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",5,14,1,1142,1516308026443,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(3, -3)","(4, 1)","Int8[1, 2, 4, 5, 1, 1, 5, 1, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",6,14,1,1404,1516308027847,false
A289D98Z4GAZ28:3ZV9H2YQQEFR2R3JK2IXZUJPXAF3WW,prb46639_16,move,"(1, 2)","(3, -3)","Int8[1, 2, 1, 5, 1, 1, 5, 1, 4]","(Car(3, :x, 2), Car(1, :x, 2), Car(4, :x, 3), Car(3, :y, 2), Car(4, :y, 2), Car(5, :y, 3), Car(1, :y, 2), Car(2, :x, 3), Car(6, :x, 2))",7,14,1,6382,1516308034229,false
